,Amount,MerchantName,MCC,Location,Device,TransactionSpeed,Fraud,Weekday,Hour,Month,is_large_amount,is_slow_transaction
7715,364.66,Adams PLC,5968,Port Ashleyfort,Web,41.19,0,5,23,11,0,0
7716,839.14,Buckley-Henry,7299,South Aaron,Web,27.77,0,6,5,6,0,0
7717,227.58,Russell-Murphy,5812,North Patricia,iOS,38.13,0,1,18,2,0,0
7718,794.69,"Taylor, Mata and Chapman",5411,Lake Paulton,iOS,15.3,0,0,5,10,0,0
7719,43.78,Reyes-White,5261,Kiddfurt,Web,50.05,0,5,7,10,0,0
7720,545.01,Terrell Group,5968,Brownborough,Android,46.12,0,2,14,8,0,0
7721,813.43,"Ellis, Lane and Diaz",5261,Bakerland,Android,36.08,0,2,0,3,0,0
7722,306.3,Stout-Spencer,7299,Port Frankport,iOS,49.84,0,4,15,4,0,0
7723,604.25,"Johnson, Flynn and Benson",5812,Emilymouth,Web,39.21,0,6,23,11,0,0
7724,357.28,Jacobs LLC,5968,West Lee,Android,26.53,0,4,8,9,0,0
7725,382.58,Davis LLC,5968,South Davidville,Android,21.18,0,2,5,1,0,0
7726,776.99,Rodgers PLC,5812,North Stephen,Web,13.93,0,3,23,2,0,0
7727,72.9,Phillips Ltd,5812,Brownberg,iOS,46.2,0,6,3,7,0,0
7728,697.12,Carlson-Lyons,7299,Murraymouth,Web,11.53,0,6,6,7,0,0
7729,334.66,Hodges-Smith,5942,Levifurt,iOS,42.4,0,1,15,4,0,0
7730,569.43,Martin-Solis,5812,Graychester,POS,5.09,0,1,4,5,0,0
7731,63.36,Hernandez-Dickerson,5261,Mitchellville,Android,22.63,0,2,22,12,0,0
7732,522.42,"Brown, Estes and Schneider",5942,Dominguezshire,Web,38.39,0,5,19,2,0,0
7733,173.94,"Weaver, Bright and Rogers",5942,South Brian,iOS,52.86,0,4,13,4,0,0
7734,11.14,Martinez-Bird,5411,East Dustinburgh,POS,31.16,0,6,16,9,0,0
7735,4506.86,Dunlap-Mitchell,5261,Lake Nancystad,Web,98.13,1,1,1,12,1,1
7736,447.63,Green and Sons,5261,South Debrahaven,Android,13.41,0,3,1,12,0,0
7737,557.21,"Yates, Brock and Leon",5411,Port Brianstad,iOS,5.95,0,2,16,4,0,0
7738,33.07,"Acevedo, Hester and Mcbride",5411,Sierramouth,POS,28.12,0,3,19,2,0,0
7739,27.74,Young Ltd,5812,West Stephanie,Android,25.58,0,4,14,3,0,0
7740,746.04,Jones Group,7299,Robinsonside,iOS,16.66,0,5,20,9,0,0
7741,85.07,Barrett Group,7299,Landrymouth,Web,29.08,0,0,2,11,0,0
7742,60.4,Serrano Ltd,5812,Lake Alexander,iOS,37.86,0,1,17,11,0,0
7743,809.1,Booker-Rodriguez,5942,North Patrick,Web,9.2,0,1,12,8,0,0
7744,260.25,"Young, Smith and Allison",7299,West Jennifershire,POS,59.06,0,0,7,12,0,0
7745,609.3,Mathews Group,5261,Russellfurt,Web,3.7,0,2,15,1,0,0
7746,595.18,"Casey, Smith and Bell",7299,Davidport,Web,58.41,0,4,6,5,0,0
7747,131.05,Cook LLC,5411,Jenniferview,Android,18.17,0,5,11,10,0,0
7748,374.58,Moore Group,5812,Riverabury,iOS,29.11,0,1,15,6,0,0
7749,294.54,"Moon, Curry and Berger",5261,Drakemouth,Web,44.47,0,1,14,7,0,0
7750,829.94,"Gonzalez, Haley and Bryan",5968,South Emily,iOS,52.51,0,3,11,3,0,0
7751,774.19,King PLC,5942,New Jasontown,Android,18.28,0,2,0,7,0,0
7752,12.39,"Pacheco, King and Garrett",5812,Lake Dale,Android,17.56,0,0,6,11,0,0
7753,402.37,Smith Ltd,5812,Brittanyside,iOS,11.51,0,2,16,2,0,0
7754,664.62,Morales Group,5968,Lake Angelicabury,POS,2.93,0,3,15,8,0,0
7755,473.7,Anderson LLC,5261,West Heather,POS,59.72,0,6,4,10,0,0
7756,438.95,Moore-Anderson,5411,Timothyland,Android,58.44,0,1,15,9,0,0
7757,913.71,Chavez Group,5411,Williamschester,POS,59.34,0,4,11,2,0,0
7758,615.44,Hodges Group,7299,West Vincentland,iOS,47.91,0,5,10,10,0,0
7759,233.99,"Pitts, Orozco and Martinez",5411,Samanthamouth,Android,3.42,0,1,10,2,0,0
7760,490.93,Parker Ltd,5411,Port Amandashire,iOS,2.11,0,1,9,8,0,0
7761,287.38,Martinez-Turner,5968,Port Amy,Android,8.37,0,6,20,10,0,0
7762,201.14,Mckinney-Gutierrez,5812,West Jeffreyside,POS,22.15,0,4,10,10,0,0
7763,237.62,Bell Group,5968,Wardbury,POS,27.63,0,2,13,7,0,0
7764,22.55,Mitchell LLC,5411,Carterton,Android,48.43,0,1,1,5,0,0
7765,61.03,Huynh-Steele,5812,Wrightton,iOS,50.26,0,4,21,7,0,0
7766,519.4,Gonzalez-Johnson,5411,Lake Tiffanychester,POS,26.64,0,3,18,5,0,0
7767,792.48,"Adams, Rasmussen and Thompson",5261,Lake Tyler,POS,25.76,0,6,12,12,0,0
7768,181.41,"Smith, Fleming and Bradley",5942,East Larry,Web,10.67,0,4,23,2,0,0
7769,1812.97,"Brown, Nelson and Hicks",5942,East Erin,iOS,72.84,1,0,17,12,1,0
7770,349.5,"Gilbert, Erickson and Fox",5812,Gutierrezmouth,Android,54.91,0,2,6,4,0,0
7771,200.49,Brown-Bowers,7299,New Tony,iOS,49.37,0,3,2,5,0,0
7772,569.04,Anderson Ltd,5942,Port Joshuatown,POS,25.21,0,1,0,12,0,0
7773,51.93,Kent-Eaton,5812,South Crystalville,iOS,39.77,0,1,1,12,0,0
7774,782.53,Williams-Stevenson,5812,North Yvonne,Web,7.18,0,1,10,9,0,0
7775,900.67,Rivera and Sons,5812,East Kevinborough,Web,28.57,0,3,16,10,0,0
7776,189.57,Anderson Ltd,5411,North Melissaberg,POS,13.77,0,2,1,1,0,0
7777,909.94,Reed-Farrell,5411,West Scott,POS,38.39,0,3,10,3,0,0
7778,77.25,"Sheppard, Taylor and Summers",7299,Matthewmouth,POS,39.48,0,0,1,3,0,0
7779,116.1,Norman-Rodriguez,5812,West Johnland,Web,36.78,0,6,4,12,0,0
7780,639.65,Klein Group,5411,Lisaburgh,Android,51.19,0,2,19,4,0,0
7781,64.15,Smith PLC,5411,West Jessicashire,Android,0.61,0,1,17,10,0,0
7782,79.71,"Mccoy, Rodriguez and Simon",5968,North Laura,iOS,20.79,0,4,2,7,0,0
7783,852.43,Williams-Williams,5942,Dustinville,Android,22.71,0,0,14,11,0,0
7784,943.19,Perkins-Tran,5812,Javierfurt,POS,9.7,0,4,17,7,0,0
7785,357.13,Flynn-Burns,5261,East Kevinburgh,iOS,59.64,0,3,14,12,0,0
7786,49.6,"Clark, Scott and Cain",5411,West Elizabethstad,Android,36.31,0,0,4,8,0,0
7787,724.49,"Thompson, Stewart and Larson",5812,Lake Nancy,iOS,29.6,0,3,14,5,0,0
7788,597.65,Chan-Brown,5968,Jonathanview,iOS,51.29,0,2,21,2,0,0
7789,371.53,Pratt LLC,7299,Carrview,iOS,18.1,0,3,6,9,0,0
7790,4780.76,Woods PLC,5411,South Jessica,iOS,90.7,1,5,20,11,1,0
7791,707.2,Austin-Mcclure,5411,Thorntonfurt,iOS,26.85,0,1,21,2,0,0
7792,424.34,Jackson-Joseph,5261,Jeanettemouth,Web,2.87,0,4,1,8,0,0
7793,330.4,"Hart, Todd and Kirby",5942,Maryshire,Android,11.81,0,1,16,11,0,0
7794,855.28,"Simpson, Rivers and Webb",7299,Jonathanstad,POS,8.84,0,2,13,7,0,0
7795,802.57,Dougherty and Sons,5411,Lake Gabriellamouth,iOS,11.6,0,0,11,2,0,0
7796,528.32,Santos Inc,5812,East Stephaniefort,Android,52.02,0,3,8,1,0,0
7797,582.35,"Watson, Martin and Leach",5812,North Davidland,iOS,34.53,0,6,5,5,0,0
7798,640.01,Brown and Sons,5411,Victoriaberg,Web,25.18,0,6,22,5,0,0
7799,887.28,Erickson Group,5812,East Donna,Web,47.82,0,0,1,12,0,0
7800,568.89,Wood LLC,5261,South Margaretstad,Web,49.73,0,4,17,3,0,0
7801,471.15,"Torres, Fry and Wright",5942,Edwardsfort,Android,52.51,0,4,3,12,0,0
7802,315.53,"Kane, Miller and Reynolds",5812,Strongmouth,Web,15.08,0,3,18,7,0,0
7803,839.88,Jones-Johnson,5812,Melindafurt,Android,3.62,0,4,7,11,0,0
7804,389.52,Smith-Anderson,5968,Samanthaland,POS,4.12,0,0,10,2,0,0
7805,420.3,Weiss-Carter,5968,New Erica,iOS,34.72,0,5,14,10,0,0
7806,374.11,Livingston-Morgan,5812,Tarahaven,Web,55.28,0,2,6,5,0,0
7807,718.39,Guzman-Harmon,5411,Hernandezfort,Android,6.57,0,6,22,1,0,0
7808,300.93,"Jenkins, Kim and Peters",7299,North Taylorburgh,Android,55.83,0,2,12,3,0,0
7809,264.47,"Mendez, Anderson and Rivera",5261,Thompsonbury,iOS,52.46,0,5,18,11,0,0
7810,741.88,Mcdaniel LLC,5812,Thomasshire,iOS,17.68,0,1,9,12,0,0
7811,511.83,Stark-Berry,7299,East Bryanside,Android,41.43,0,4,4,3,0,0
7812,123.2,Harris Group,5942,Rebeccaton,Android,28.59,0,5,11,3,0,0
7813,568.21,Johnston LLC,7299,Candicehaven,Web,42.61,0,3,1,10,0,0
7814,907.19,"Richards, Bass and Martin",5261,Lake Marymouth,Android,25.99,0,1,1,9,0,0
7815,469.06,Ochoa-Rodriguez,5812,Robertfort,iOS,58.92,0,2,18,1,0,0
7816,721.55,Gordon-Williams,7299,East Kayleechester,iOS,47.11,0,6,19,2,0,0
7817,616.94,Evans Ltd,5411,Port Michellestad,Android,14.94,0,0,18,2,0,0
7818,16.78,Kelley-James,5261,South Sandra,Web,44.07,0,6,11,2,0,0
7819,299.17,Stone-Sanders,5411,Nicolasbury,POS,6.81,0,2,1,5,0,0
7820,892.82,Kelley-Clark,5942,South Alanfurt,Android,13.67,0,6,22,1,0,0
7821,925.14,Brooks LLC,5942,Carolynfurt,POS,58.85,0,2,17,6,0,0
7822,624.44,Salazar-Phillips,5411,East Andrea,iOS,45.08,0,5,17,6,0,0
7823,110.19,"Smith, Calderon and Grimes",7299,Lake Mark,POS,12.06,0,4,20,11,0,0
7824,430.49,"Moore, Foster and Bauer",5261,North Sarahstad,POS,4.11,0,0,15,2,0,0
7825,811.67,Hill-Huff,5942,Port Kristen,Web,39.39,0,1,22,10,0,0
7826,386.68,White-Freeman,7299,Joeview,Web,43.74,0,3,8,5,0,0
7827,763.72,Rodriguez-Edwards,7299,Scottbury,Android,8.98,0,6,23,11,0,0
7828,227.85,Gonzalez-Gonzalez,5411,Brandonstad,iOS,6.22,0,4,0,12,0,0
7829,577.18,"Myers, Carpenter and Martinez",5261,Jonathanmouth,Web,25.13,0,1,7,12,0,0
7830,874.79,May-Roberts,5812,Daniellefurt,Android,4.64,0,1,20,7,0,0
7831,886.14,Shaw-Stone,7299,Brentborough,POS,10.09,0,1,12,8,0,0
7832,669.71,"Watkins, Guzman and Robles",5411,Richardsonchester,iOS,4.81,0,5,10,10,0,0
7833,72.7,Thompson-Michael,5261,Snowborough,POS,27.18,0,5,1,9,0,0
7834,827.62,Goodman-Walker,5411,New Henryport,Web,8.31,0,5,15,7,0,0
7835,834.84,Allen-Howard,7299,New Timchester,POS,15.98,0,2,13,6,0,0
7836,614.64,Patton-Baker,5968,New Heather,POS,4.08,0,4,14,1,0,0
7837,474.78,"Stone, Cole and Farley",5968,Kyleside,iOS,12.69,0,4,14,1,0,0
7838,852.45,Davis Group,5411,South Peter,POS,54.83,0,0,20,4,0,0
7839,594.73,Rogers and Sons,5968,Hawkinsside,Web,2.93,0,0,15,6,0,0
7840,884.65,Herrera and Sons,5812,New Jessica,iOS,21.08,0,0,5,9,0,0
7841,67.07,Robertson-Brown,5968,South Michelle,Android,18.06,0,0,15,5,0,0
7842,286.51,Poole-Walter,5261,North Michaelville,Web,33.56,0,4,16,2,0,0
7843,960.58,Mason PLC,5812,Melindafurt,iOS,27.13,0,1,19,12,0,0
7844,470.44,Bender-Ashley,5261,North Ryan,Android,17.16,0,1,22,4,0,0
7845,776.4,"Morris, Warren and Romero",5812,South Zachary,POS,25.42,0,6,21,4,0,0
7846,898.56,Miller-Wagner,5942,South Katiestad,Android,12.82,0,2,13,8,0,0
7847,369.62,Porter-Estes,5261,South Gina,iOS,51.88,0,2,12,4,0,0
7848,465.06,Trujillo Ltd,7299,Lake Christopher,POS,51.55,0,6,15,7,0,0
7849,78.8,"Patterson, Colon and Walker",5812,North Markchester,POS,15.93,0,3,15,6,0,0
7850,276.61,"Allen, Hill and Lee",5812,South Michael,POS,25.08,0,4,6,4,0,0
7851,710.23,"Doyle, Jackson and Bailey",5968,Ruizfurt,iOS,10.27,0,3,20,7,0,0
7852,846.09,"Brown, Bowen and Johnson",5968,Medinachester,Web,36.07,0,6,8,8,0,0
7853,406.19,Mcdonald Group,5812,Bradyside,iOS,46.17,0,3,3,2,0,0
7854,828.48,Riddle PLC,5261,Harrisonton,Android,46.76,0,6,12,8,0,0
7855,2190.35,Acosta-Green,7299,West Justinburgh,iOS,85.44,1,1,11,4,1,0
7856,159.94,"King, Smith and Jackson",5968,Hodgesview,Android,55.04,0,2,20,5,0,0
7857,754.36,Meza-Chang,5942,Watsonville,Android,17.82,0,4,20,9,0,0
7858,971.54,"Hernandez, Jackson and Hammond",5411,Hartmanport,Web,10.79,0,1,20,9,0,0
7859,589.81,Andrews and Sons,5968,Cooperton,Android,43.87,0,1,13,8,0,0
7860,898.11,"Carrillo, Moon and Davis",5942,West Aprilview,Android,34.5,0,5,9,9,0,0
7861,43.43,"Mccoy, Hunter and Long",5261,South Christina,iOS,46.95,0,6,19,2,0,0
7862,311.51,"Thompson, Wagner and Mcdonald",5968,Johnhaven,POS,36.28,0,0,2,1,0,0
7863,592.41,Thomas-Hill,5968,Emilyland,POS,1.7,0,4,7,8,0,0
7864,783.66,Garcia Ltd,5812,East Danielport,POS,52.19,0,0,4,5,0,0
7865,707.99,Herring-Kline,7299,West Dustin,iOS,17.39,0,3,7,10,0,0
7866,549.4,Harvey PLC,5261,New Christinaport,Android,45.94,0,4,12,3,0,0
7867,160.61,Harvey Group,5812,West Claireborough,POS,54.81,0,3,21,4,0,0
7868,952.82,Lawson Ltd,5411,North Angela,iOS,35.35,0,0,23,11,0,0
7869,885.97,Henry Ltd,5261,South Kimberly,iOS,29.77,0,4,12,2,0,0
7870,544.88,"Hayes, Navarro and Smith",5261,East Thomasview,iOS,18.31,0,3,4,12,0,0
7871,932.49,Wolf-Brown,5261,Odonnellhaven,iOS,41.24,0,5,5,10,0,0
7872,64.77,Dudley and Sons,5812,Terrishire,iOS,42.47,0,6,4,1,0,0
7873,895.13,Cohen-Nelson,5942,Ellisland,Web,59.87,0,3,16,5,0,0
7874,230.02,Gallagher Ltd,5411,West Kristinshire,iOS,58.56,0,3,14,6,0,0
7875,554.29,Odom and Sons,5261,Port Thomas,POS,57.47,0,1,19,11,0,0
7876,559.6,Gaines-Campbell,5968,West Shawntown,Android,16.43,0,1,8,4,0,0
7877,254.37,"Gomez, Long and Calhoun",5411,East Anthony,iOS,30.57,0,5,4,12,0,0
7878,448.46,"Wheeler, Lopez and Fisher",5942,Howardmouth,iOS,54.64,0,5,21,6,0,0
7879,107.92,Carey PLC,5812,New Bruce,iOS,13.33,0,0,0,4,0,0
7880,750.63,"Delgado, Carlson and Jones",5968,Richardsontown,iOS,57.54,0,6,8,11,0,0
7881,156.83,"Cox, Davis and Barber",5261,New Tiffanyton,iOS,58.71,0,3,12,12,0,0
7882,833.51,Lane Group,5812,Riddlebury,POS,55.42,0,3,23,12,0,0
7883,469.78,Cole-Vargas,5942,Gillespiefort,POS,58.2,0,0,8,3,0,0
7884,498.34,Johnson-Jones,7299,Derekfort,Web,8.69,0,5,1,4,0,0
7885,229.55,Blair-Flores,5261,New Ronald,Web,7.57,0,6,3,12,0,0
7886,328.32,Fletcher LLC,5261,North Jack,POS,37.93,0,0,4,9,0,0
7887,131.99,Buckley-Brown,5968,West Rebeccamouth,POS,48.97,0,0,8,3,0,0
7888,222.8,Fleming Inc,5968,Amyview,Web,4.38,0,2,21,10,0,0
7889,18.27,Hunter-Hernandez,7299,Davidstad,Android,54.27,0,0,4,7,0,0
7890,339.48,Mendoza-Rodriguez,5968,Taylorhaven,Web,18.15,0,4,6,12,0,0
7891,425.03,Andrews-Wallace,5942,North Shannonburgh,Web,7.65,0,4,19,10,0,0
7892,644.53,Bailey Ltd,5411,Whitefurt,Web,6.88,0,6,18,11,0,0
7893,546.31,Gregory and Sons,5812,Kellyborough,iOS,32.87,0,0,1,8,0,0
7894,688.63,Morgan-Johnson,5261,Shawnside,Web,18.59,0,5,4,2,0,0
7895,161.73,"Johnson, Barker and Flynn",5411,West Brianville,Android,24.24,0,1,7,10,0,0
7896,449.07,"Barker, Cole and Rivera",5942,Joelport,Android,44.57,0,1,5,8,0,0
7897,299.62,Turner-Pacheco,5411,East Bonnieside,Web,2.91,0,2,7,6,0,0
7898,612.74,Lopez LLC,5812,West Nicoletown,iOS,3.59,0,1,13,11,0,0
7899,329.75,Logan-Williams,5261,New Crystaltown,Android,15.57,0,6,0,2,0,0
7900,668.93,Allen Ltd,5968,Lake Tammy,Web,10.57,0,2,13,7,0,0
7901,71.25,Mueller PLC,5411,Port Jeffburgh,Android,28.55,0,3,14,6,0,0
7902,651.03,Gardner and Sons,5261,Marybury,iOS,51.9,0,3,4,7,0,0
7903,342.4,Kemp LLC,7299,Johnmouth,Web,13.15,0,1,23,12,0,0
7904,276.98,Schwartz and Sons,5968,Antoniobury,POS,56.89,0,5,15,7,0,0
7905,305.67,Nicholson Group,5968,Zacharyville,POS,37.61,0,6,6,9,0,0
7906,75.84,Wright-Jimenez,7299,Lake Johnfort,iOS,5.26,0,6,18,5,0,0
7907,849.98,"Green, Skinner and Dixon",5261,Port Marcusview,Web,32.37,0,4,14,2,0,0
7908,707.11,Morris-Arnold,5968,East Mark,Web,28.8,0,0,21,4,0,0
7909,103.67,Bond Ltd,5261,Edwardborough,iOS,11.14,0,5,15,6,0,0
7910,197.23,"Bryant, Bailey and Holmes",5411,Port Christopher,Android,18.7,0,3,19,8,0,0
7911,98.85,Johnson and Sons,5968,North Aliciaport,Web,52.04,0,6,2,9,0,0
7912,512.97,"Wood, Coleman and Gonzalez",5812,Kristyside,POS,52.19,0,0,22,10,0,0
7913,84.33,"Zhang, Smith and Sullivan",7299,East Deanna,Web,44.23,0,3,23,9,0,0
7914,399.7,"Stephens, Rubio and Jones",5261,Molinachester,Android,52.24,0,0,13,4,0,0
7915,226.21,"Brown, Bauer and Odom",7299,East Sherimouth,Web,16.23,0,6,0,9,0,0
7916,787.16,Gutierrez-Vasquez,5812,Lake Jamiechester,iOS,28.53,0,1,16,10,0,0
7917,999.14,Kaufman-Sampson,5261,Jasonfurt,POS,38.87,0,5,6,1,0,0
7918,713.56,Ochoa PLC,5261,West Robert,POS,53.28,0,1,7,11,0,0
7919,930.04,Morton-Mcdaniel,7299,Santiagofort,POS,29.94,0,3,15,1,0,0
7920,3189.09,Gray-Duran,5261,Carolborough,Android,97.38,1,1,6,3,1,1
7921,635.32,"Mcpherson, Flores and Diaz",5261,Michaelville,iOS,46.76,0,2,14,8,0,0
7922,724.25,Barker Inc,5942,Lorimouth,Android,30.49,0,1,20,12,0,0
7923,641.21,"Ramos, Mcdaniel and Perez",5411,South Johnnyhaven,Web,31.69,0,4,16,9,0,0
7924,462.57,"Olson, Hernandez and Blackburn",5968,West Stephen,Web,48.15,0,0,10,5,0,0
7925,1359.94,Campbell Group,5261,Tiffanyberg,Web,114.18,1,5,6,8,0,1
7926,819.84,Murphy-Salas,5968,Davidmouth,iOS,21.93,0,3,12,12,0,0
7927,137.76,Roberson-Black,7299,Reneefort,POS,59.44,0,3,15,8,0,0
7928,342.19,Lee PLC,5812,North Jodyberg,POS,5.22,0,3,21,8,0,0
7929,335.57,Yates-Sanchez,5261,East Leonardbury,iOS,40.27,0,5,21,10,0,0
7930,627.63,Frazier Group,5942,Orrland,Web,18.04,0,6,9,7,0,0
7931,917.34,"Larson, Smith and Baker",5812,Juanberg,Android,18.22,0,0,5,5,0,0
7932,999.11,Garcia LLC,5812,New Brian,Web,36.14,0,4,3,9,0,0
7933,884.52,Wells LLC,5261,Port Derek,Web,30.88,0,1,15,3,0,0
7934,64.43,"Wilkins, Moyer and Singh",7299,Walterfort,Android,37.39,0,6,1,5,0,0
7935,12.18,Kelly-Andrade,5942,Dylanburgh,iOS,48.61,0,6,21,3,0,0
7936,922.99,Evans-Orr,5411,West Stacy,Android,55.23,0,4,16,11,0,0
7937,115.49,"Bailey, House and Miller",5812,New Tyler,POS,11.42,0,0,12,11,0,0
7938,633.11,"Williams, Ellis and Russell",5812,Mauriceton,Web,56.19,0,6,20,3,0,0
7939,554.43,Mcfarland Ltd,5411,Reedborough,Android,44.86,0,2,3,9,0,0
7940,918.56,Boyd PLC,7299,South Marissachester,Android,49.92,0,2,9,4,0,0
7941,469.4,Flores-King,5261,Lake Cameronborough,POS,9.13,0,1,13,12,0,0
7942,886.98,"Martinez, Jefferson and Sanchez",5261,North Laura,iOS,52.17,0,4,13,12,0,0
7943,959.66,Davis Ltd,5261,North Michelle,iOS,43.94,0,2,15,1,0,0
7944,700.81,Simmons and Sons,5942,Michaelport,iOS,2.38,0,1,19,3,0,0
7945,238.82,Coleman-Hill,7299,Lake Josephberg,Web,8.76,0,5,10,8,0,0
7946,406.87,Bowman Group,7299,East Karen,Android,17.25,0,1,3,1,0,0
7947,673.35,"Santiago, Powell and Hancock",5261,South James,POS,32.4,0,5,15,11,0,0
7948,487.15,George LLC,5411,East Henryberg,Android,7.86,0,4,1,1,0,0
7949,141.15,"Morales, Graves and Walker",5261,Kevinmouth,Web,26.68,0,4,8,4,0,0
7950,859.64,"Garrett, Reeves and Dunn",5968,Lake Michaelmouth,iOS,56.12,0,1,11,11,0,0
7951,911.47,"Norris, Anderson and Rodgers",5812,North Angela,POS,56.64,0,1,22,3,0,0
7952,366.93,Ryan Inc,5812,Glassfort,iOS,44.51,0,6,8,4,0,0
7953,3172.22,Smith PLC,5261,Kirkchester,POS,113.39,1,6,8,9,1,1
7954,118.52,Quinn Inc,5942,East Elizabethtown,POS,17.8,0,2,18,4,0,0
7955,538.08,Gray-Martin,7299,Lake Nathanborough,Android,38.75,0,5,0,12,0,0
7956,283.28,"Thomas, Reed and Dominguez",5261,Smithmouth,POS,16.75,0,1,5,1,0,0
7957,592.09,Miller and Sons,5411,South Tyler,Android,25.57,0,5,19,5,0,0
7958,223.67,Smith PLC,5261,Pottsstad,POS,11.03,0,6,6,7,0,0
7959,932.73,"Ramsey, Brown and Curry",7299,Port Katieland,iOS,15.38,0,3,3,1,0,0
7960,186.72,"Gilbert, Singh and Juarez",5942,Hernandezberg,Web,19.31,0,4,4,2,0,0
7961,798.48,"Mann, Wagner and Barrett",5942,Port Zachary,Web,52.05,0,5,21,7,0,0
7962,320.9,"Kelly, Porter and Frazier",5968,Taylorton,Web,4.69,0,2,4,12,0,0
7963,205.09,Lester-Lopez,5261,Edwardsshire,Android,32.12,0,2,6,10,0,0
7964,287.62,Smith-James,5968,Brendafort,Android,57.63,0,5,4,8,0,0
7965,336.33,"Huynh, Moore and Duncan",7299,Griffinburgh,POS,45.62,0,0,8,12,0,0
7966,426.65,Ray-Gardner,5261,East Kyleview,Web,11.69,0,0,15,8,0,0
7967,37.87,"Curtis, West and King",5812,East Tammie,Web,50.91,0,1,7,8,0,0
7968,731.34,"Thompson, Wilson and Moreno",5411,Kathrynfort,POS,34.51,0,2,21,2,0,0
7969,254.9,Wright-Moss,5968,Patriciaport,POS,6.03,0,2,15,8,0,0
7970,45.0,Ramos PLC,7299,Solismouth,iOS,53.7,0,3,12,6,0,0
7971,551.25,Smith Inc,5261,Andersonport,POS,18.23,0,2,13,8,0,0
7972,664.07,Eaton-Peterson,5812,Wolfeberg,Android,5.59,0,2,13,2,0,0
7973,428.89,Price-Mills,7299,New Jacobfurt,POS,8.96,0,3,2,10,0,0
7974,85.38,Campbell Ltd,5968,Carrchester,POS,36.82,0,2,4,3,0,0
7975,571.24,Alvarez-Barker,5411,East Amberstad,Web,11.74,0,1,13,2,0,0
7976,388.85,"Hernandez, Snyder and Santana",5968,Hawkinsmouth,Android,35.62,0,1,19,5,0,0
7977,776.43,Boyd Group,5812,East Maria,Web,54.35,0,1,8,8,0,0
7978,843.33,Grimes-Johnson,5411,Joannaville,POS,57.45,0,6,19,4,0,0
7979,347.08,Mckee-Thompson,5942,New Michellefurt,iOS,2.89,0,1,22,2,0,0
7980,235.76,Davis Group,5261,East Seth,Android,17.35,0,1,12,9,0,0
7981,314.79,"Johnson, David and Mckee",5812,Richardsontown,POS,37.86,0,6,5,12,0,0
7982,423.27,Stewart-Luna,5411,Alexandermouth,iOS,7.2,0,4,18,1,0,0
7983,2460.55,West PLC,5261,South Lindafort,Android,94.85,1,2,20,5,1,1
7984,967.41,"Heath, Phillips and Brown",5261,Michelleshire,Web,27.95,0,0,17,7,0,0
7985,62.12,"Howard, Gomez and Nixon",5261,Johnburgh,POS,46.44,0,4,11,8,0,0
7986,558.88,"Jones, Daniel and Mccormick",5411,Arthurport,POS,22.28,0,4,2,3,0,0
7987,768.68,Price Inc,5942,Blakeville,POS,28.91,0,4,20,3,0,0
7988,513.98,"Hobbs, Gonzalez and Wilson",5942,Port Arthurburgh,Android,13.94,0,1,11,2,0,0
7989,59.56,Atkins and Sons,5261,North Eric,POS,32.16,0,0,7,5,0,0
7990,408.81,Cisneros-Kelley,7299,Port David,iOS,14.46,0,5,2,7,0,0
7991,437.71,Gray-Garcia,5411,Leeland,iOS,46.06,0,6,0,11,0,0
7992,82.11,Haynes and Sons,5411,Millerstad,POS,35.13,0,5,22,9,0,0
7993,779.36,Day PLC,7299,Williamsfort,POS,4.76,0,1,7,8,0,0
7994,534.47,Baker-Pennington,5968,Craigmouth,POS,19.66,0,1,1,1,0,0
7995,783.83,Murphy Inc,5411,Port Brandonside,iOS,9.84,0,3,15,12,0,0
7996,69.16,"Lee, Williams and Martinez",5942,Port John,Web,8.78,0,6,21,7,0,0
7997,630.51,"Blake, Lewis and Sutton",5968,Hutchinsonport,Android,7.02,0,1,8,5,0,0
7998,470.42,Miles Ltd,5812,Jamesview,Web,41.46,0,6,1,8,0,0
7999,778.71,Ramirez-Meyer,7299,Pamelaview,Web,24.62,0,2,15,9,0,0
8000,106.51,"Frank, Garcia and Hicks",7299,Barrmouth,POS,1.08,0,0,17,2,0,0
8001,178.81,"Reid, Taylor and Hartman",5942,Martinfort,Android,25.19,0,6,21,7,0,0
8002,926.53,Brown-Stevens,7299,Justinbury,Web,41.18,0,1,16,1,0,0
8003,62.28,"Mcclain, Bryant and Morrison",5812,Thomasmouth,Web,11.09,0,4,23,9,0,0
8004,64.54,"Brown, Ramos and Joseph",5942,Port Frankview,Android,44.07,0,4,4,6,0,0
8005,198.11,"Bailey, Floyd and Mcclain",5812,East Petertown,Android,4.05,0,6,9,5,0,0
8006,937.9,Williams-Campbell,5261,South Stacey,POS,28.72,0,6,22,6,0,0
8007,887.74,"Reed, Bowman and Carroll",5261,Jaytown,Android,17.07,0,6,0,3,0,0
8008,842.61,"Marshall, Gonzales and Murray",5261,Floresville,Android,11.39,0,4,20,10,0,0
8009,826.59,"Lewis, Holmes and Wagner",5812,Jessicaton,POS,43.34,0,3,19,11,0,0
8010,368.44,Wilson and Sons,5968,Lake Kathy,POS,20.76,0,3,20,3,0,0
8011,770.8,"Hawkins, Taylor and Thomas",5942,Torreston,POS,35.6,0,0,6,5,0,0
